,event_type,event_date,tail_number,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,probable_cause,latitude,longitude,airport_id,operator,make,aircraft_damage,model
1862,ACC,1992-08-06,N9010U,serious,0,1,0,the improper installation of the towbar.  contributing to the accident was a disconnected tow bar during push back.,37.610801,-122.379981,SFO,united,boeing,None,737
1864,INC,1992-08-02,N803DE,none,0,0,0,"the pilot in command's improper use of the aircraft flight controls (elevator) during the landing, which resulted in the aircraft tail contacting the runway surface.",33.950843,-118.399581,LAX,delta,mcdonnell_douglas,Minor,MD-11
1865,ACC,1992-07-30,N11002,serious,0,1,9,"design deficiencies in the stall warning system that permitted a defect to go undetected, the failure of twa's maintenance program to correct a repetitive malfunction of the stall warning system, and inadequate crew coordination between the captain and first officer that resulted in their inappropriate response to a false stall warning. (ntsb report aar-93/04)",40.650806,-73.789375,JFK,southwest,lockheed,Destroyed,L-1011
1866,INC,1992-07-17,"N719DA, N2725D",none,0,0,0,a failure of ground personnel to ensure proper clearance between a taxiing airplane and an adjacent parked airplane. contributing to the accident was a failure of ground personnel to properly position a parked airplane to ensure that it did not encroach into an adjacent safety area.,0.0,0.0,LAX,delta,lockheed,None,L-1011
1870,INC,1992-06-02,N718DA,minor,0,0,1,the overheating of the number 2 air cycle machine which resulted in an emergency evacuation via slides; the failure of the flight attendants to secure the slide girt bars.,33.719512,-84.420898,ATL,delta,lockheed,None,L-1011
1872,INC,1992-05-13,N604UA,minor,0,0,3,"a rupture in the airplane's air condition/heat/pressurization/apu duct, along its welded seam.  contributing to the incident was the manufacturers' failure to issue a service bulletin applicalbe to all apu ducts in the systems.",0.0,0.0,LAX,united,boeing,Minor,767
1874,INC,1992-04-23,N721DA,none,0,0,0,the captain's improper aircraft control which resulted in an excessive nosewheel rate of sink and subsequent overload failure of the nose gear tires.,40.77058,-73.869766,LGA,delta,lockheed,Minor,L-1011
1875,INC,1992-04-15,N495US,none,0,0,0,"the pilot-in-command's decision to reject the takeoff at a speed in excess of v1, resulting in an inadequate distance to stop the aircraft.",0.0,0.0,CLT,us airways,fokker,None,F28-4000
1876,ACC,1992-04-08,N926L,fatal,1,0,0,a failed wheel rim following an inadvertent over inflation by the mechanic.  additional causes were the failure of the mechanic to be aware of the pressure being used and his failure to follow procedures.  a factor related to the accident was the failure of the company to make available low pressure regulators for their mechanics during normal work hours.,39.869251,-84.189529,DAY,southwest,mcdonnell_douglas,Minor,DC-9
1877,ACC,1992-03-27,N615AM,serious,0,1,0,failure of the ground personnel to follow published procedures/directives. a factor was the inadequate equipment.,40.480297,-107.260452,HDN,american,boeing,None,757
1878,ACC,1992-03-22,N485US,fatal,27,9,12,"the failure of the airline industry and the federal aviation administration to provide flightcrews with procedures, requirements, and criteria compatible with departure delays in conditions conducive to airframe icing and the decision by the flightcrew to take off without positive assurance that the airplane's wings were free of ice accumulation after 35 minutes of exposure to precipitation following deicing. the ice contamination on the wings resulted in an aerodynamic stall and loss of control after liftoff. contributing to the cause of the accident were the inappropriate procedures used by, and inadequate coordination between, the flightcrew that led to a takeoff rotation at a lower than prescribed airspeed. (ntsb report aar-93/020)",0.0,0.0,LGA,us airways,fokker,Destroyed,F28-4000
1879,ACC,1992-03-21,N519UA,serious,0,1,0,the ground guide's failure to follow established procedures and his improper visual lookout by failing to remain clear of the nose gear during the push back operation.,0.0,0.0,PHX,united,boeing,None,757
1881,INC,1992-03-03,N1820U,none,0,0,0,contaminated anti-skid braking system electrical connectors which resulted in a partial loss of the anti-skid system and locking up of the brakes on the left main gear.,0.0,0.0,ORD,united,mcdonnell_douglas,Minor,DC-10
1883,INC,1992-02-09,N752US,none,0,0,0,"the flight engineer's lack of training in emergency procedures and his failure to follow published emergency procedures, resulting in his not being able to manually extend the right main landing gear, following the loss of the 'a' hydraulic system. contributing to the incident was the captains failure to exhaust all available resources and time in attempts to extend the right main landing gear prior to landing with the gear retracted.",0.0,0.0,SJU,us airways,boeing,Minor,727
1884,INC,1992-02-08,"N354AA, N8079U",none,0,0,0,the failure of the faa local controller to assure adequate clearance was established.,0.0,0.0,MIA,american,boeing,Minor,767
1886,ACC,1992-01-18,N964VJ,serious,0,2,0,"the aircraft encountered a sudden wind gust during landing flare, which resulted in a hard landing.",42.160282,-76.820777,ELM,us airways,mcdonnell_douglas,Substantial,DC-9
1887,INC,1992-01-12,N923HA,none,0,0,0,"improper installation of the low fuel pressure warning switch snubber on the #1 engine, resulting in fatigue failure of the snubber, a fuel leak (spray), and subsequent explosion/fire damage.  a factor related to the incident was: inadequate design of the firewall, which allowed fuel vapors to migrate to the hot section of the engine.",39.170269,-76.670745,BWI,us airways,de_havilland,Minor,DASH-8
1890,INC,1992-01-07,N322DL,none,0,0,0,"the failure of the aft cone bolt as result of preexisting fatigue cracking due to improper maintenance, and the failure of the secondary support structure as a result of loads that exceeded the capacity of the attaching hardware and the   crushable honeycomb core.",0.0,0.0,DFW,delta,boeing,Minor,737
1892,INC,1991-12-23,"N142AA, N497AA",none,0,0,0,the local controller's not understanding read back of radio communications.  factors include the pilot-in-command of flight 73 not understanding verbal instructions; local controller not visually identifying the aircraft; and inadequate surveillance (faa) in the tower.,0.0,0.0,ORD,american,mcdonnell_douglas,None,DC-10
1893,INC,1991-12-18,N803PA,none,0,0,0,"the improper installation of the thrust reverser stow switch assembly by company maintenance personnel, which resulted in the erroneous illumination of the thrust reverser warning light.",39.020042,-84.559631,CVG,delta,airbus,None,A310
1894,INC,1991-12-13,N892AA,none,0,0,0,pilot-in-command's delayed remedial action to correct for a gust of wind during the landing flare.,0.0,0.0,STT,american,boeing,Minor,727
1897,ACC,1991-11-30,N73SW,none,0,0,0,the in flight collision with geese. a factor was the dark night.,0.0,0.0,LBB,southwest,boeing,Substantial,737
1899,INC,1991-11-20,N908DL,none,0,0,0,a short in an electrical connector which resulted in its failure. the reason for the short was not determined. a factor was the improper installation of the connector by an unknown maintenance person.,0.0,0.0,ATL,delta,mcdonnell_douglas,None,MD-88
1902,INC,1991-10-30,N1808U,none,0,0,0,the captain's inadequate supervision and the copilot's failure to maintain directional control.  factors were:  the crosswind and snow/ice on the runway.,38.819702,-104.700164,COS,united,mcdonnell_douglas,Minor,DC-10
1905,ACC,1991-10-23,N441US,serious,0,1,0,a latch failure on a door in the aft galley which allowed a liquor kit to roll forward.,0.0,0.0,BOS,us airways,boeing,None,737
1906,ACC,1991-10-16,"N498AA, N7385F",minor,0,0,36,"failure of the crew of the b-737, n7385f, to maintain adequate visual lookout while taxiing, and failure by air traffic controllers to provide traffic information and/or issue warnings to either flightcrew. a factor was the after-landing task saturation of both flightcrews.",0.0,0.0,EWR,american,mcdonnell_douglas,Substantial,MD-80
1910,ACC,1991-09-28,N819NY,serious,0,2,0,"the malfunction of an electrical component in the cockpit, which resulted in smoke and the subsequent emergency evacuation of the passengers from the airplane.",0.0,0.0,BOS,continental,mcdonnell_douglas,Minor,MD-82
1911,ACC,1991-09-23,N442AA,none,0,0,0,the flight crew's failure to maintain adequate clearance from obstacles during ground operations.  a related factor is the failure of the drivers of the escort vehicle and the semi trailer to follow established procedures and directives.,0.0,0.0,ORD,american,mcdonnell_douglas,Substantial,DC-8
1913,INC,1991-09-20,N88704,none,0,0,0,inadequate maintenance inspection of the main landing gear actuator assembly by company maintenance personnel.  a factor in the incident is inadequate design of the landing gear actuator by the manufacturer.,42.219383,-83.350677,DTW,continental,boeing,Minor,727
1915,INC,1991-08-29,N115DA,none,0,0,0,"the fracture of the number 1 high pressure turbine wheel due to fatigue, from an undetermined origin.",0.0,0.0,LAX,delta,boeing,Minor,767
1918,ACC,1991-07-27,"N491AA, N405AE",none,0,0,0,the captain misjudged clearance between his aircraft and the standing commuter airplane. a factor was the failure of the second pilot to identify a hydroplane condition.,0.0,0.0,DFW,american,mcdonnell_douglas,Minor,MD-80
1921,INC,1991-07-13,N111AA,minor,0,0,12,"the failure of the number 2 engine's fire detection system, systron donner fire detector.",33.949321,-118.400299,LAX,american,mcdonnell_douglas,None,DC-10
1926,INC,1991-06-06,N750UA,none,0,0,0,"the failure of the third stage turbine blade on the number two engine, due to high cycle fatigue.",0.0,0.0,BOS,us airways,boeing,Minor,727
1929,INC,1991-05-15,N882AA,none,0,0,0,"the captain's failure to maintain a proper glide path after disconnection of the autopilot during the final approach. factors in this accident were: the captain's failure to follow company procedures for category ii approaches, the first officer's failure to adequately monitor the approach during the final phase, prior to touchdown, and the low visibility at the time of the accident.",36.109222,-86.659896,BNA,american,boeing,Minor,727
1930,ACC,1991-05-11,N715NC,none,0,0,0,the failure of the nose wheel steering hydraulic line during after landing ground operations.  a related factor is the manufacturer's inadequate inspection and/or replacement standards.,0.0,0.0,ORD,american,short_brothers,Substantial,SD3-60
1931,ACC,1991-05-05,N938DL,serious,0,1,4,the van driver's inadequate visual lookout and poor division of attention.,0.0,0.0,ATL,delta,mcdonnell_douglas,Substantial,MD-88
1935,INC,1991-04-25,N6815,none,0,0,0,the failure of the ground crew to properly align the airplane in the gate alley during the push back from the gate.,0.0,0.0,ORD,american,boeing,Minor,727
1936,INC,1991-04-09,N9003U,minor,0,0,2,"turbine blade failure from fatigue.  factors to the incident were inoperative engine fire extinguisher, inadequate service of aircraft and delayed deployment of emergency slide.",47.439373,-122.280845,SEA,united,boeing,Minor,737
1943,ACC,1991-02-01,"N388US, N683AV",fatal,34,13,17,"the failure of the los angeles air traffic facility management to implement procedures that provided redundancy comparable to the requirements contained in the national operational position standards and the failure of the faa air traffic service to provide adequate policy direction and oversight to its air traffic control facility managers. these failures created an environment in the los angeles air traffic control tower that ultimately led to the failure of the local controller 2 (lc2) to maintain an awareness of the traffic situation, culminating in the inappropriate clearances and the subsequent collision of the usair and skywest aircraft. contributing to the cause of the accident was the failure of the faa to provide effective quality assurance of the atc system. (ntsb report aar-91/08)",0.0,0.0,LAX,us airways,boeing,Destroyed,737
1944,ACC,1991-01-25,N815AA,serious,0,1,0,the pilot's failure to use proper procedures and the improper use of the throttles.,39.729854,-86.289009,IND,american,boeing,None,727
1947,INC,1991-01-07,N396UA,none,0,0,0,"improper use of the throttles, and failure to maintain directional control by the first officer.  factors related to the incident are:  ice on the runway, lack of total experience in the type aircraft and operation by the first officer, and inadequate supervision by the captain.",0.0,0.0,MCI,united,boeing,None,737
1948,INC,1991-01-03,N6821,minor,0,0,2,an oil leak originating from the auxiliary power unit which created smoke in the passenger cabin after it passed through the air conditioning/heating system equipment and associated duct work.,41.530643,-93.659301,DSM,american,boeing,None,727
1960,INC,1990-09-19,N9044U,minor,0,0,2,the failure of the flight crew to follow emergency procedures/directives. factors were the failure of the aircraft electrical system (relays) and the failure of the company to provide a jetway operator.,39.729267,-105.020217,DEN,united,boeing,None,737
1961,INC,1990-09-09,N74317,minor,0,0,3,the exhaust pipe fire in the apu which resulted in an unauthorized evacuation of the airplane by the passengers.,40.770534,-73.869941,LGA,southwest,boeing,None,727
1962,INC,1990-08-27,N174UA,minor,0,0,25,the failure of the manufacturer to ensure that the landing gear selector valves and their associated drum link assemblies were properly installed prior to delivery of the aircraft. a factor in the accident was the lack of information available to the crew concerning the secondary alternate gear extension procdure.,33.950046,-118.400817,LAX,united,boeing,Minor,747
1963,INC,1990-08-21,N305UA,none,0,0,0,improper maintenance service by a company employee who allowed a foreign object (flashlight) to remain in the landing gear extend/retract linkage during a night servicing before the flight.,0.0,0.0,LAX,united,boeing,Minor,737
1964,INC,1990-08-12,N69735,none,0,0,0,the malfunction of the starter control valve.,45.810203,-111.150451,BZN,continental,boeing,Minor,727
1975,INC,1990-07-04,N72990,none,0,0,0,"engine failure due to turbine wheel failure, induced by fatigue.",39.760643,-104.919273,DEN,continental,aerospatiale,Minor,A300
1977,ACC,1990-06-21,N743US,serious,0,2,2,improper utilization of the emergency equipment.,0.0,0.0,CHS,us airways,boeing,None,727
1983,ACC,1990-05-11,N990UA,serious,0,1,0,"the aircraft encountered turbulence, resulting in injury to a flight attendant.",0.0,0.0,IAD,united,boeing,None,737
1987,INC,1990-03-17,N17317,minor,0,0,1,improper installation of level arm.,0.0,0.0,ICT,continental,boeing,Minor,737
1990,ACC,1990-03-13,N271AF,fatal,1,0,0,the unauthorized intrusion onto the runway environment by a pedestrian.,33.43048,-112.010505,PHX,alaska,boeing,Minor,727
1997,ACC,1990-02-01,N519FT,fatal,1,0,0,"the tug operator's failure to maintain control of the tug, possibly due to having inadvertently placed or caught his built-up, steel-toe boot under the brake pedal.",39.730365,-86.290779,IND,federal express,boeing,Minor,727
1999,INC,1990-01-20,N338UA,none,0,0,0,the failure of all four main landing gear tires on takeoff due to the parking brake being locked.,0.0,0.0,CID,united,boeing,Minor,737
2003,ACC,1990-01-16,N505UA,none,0,0,0,"overrotation of the aircraft during takeoff.  factors related to the accident were: the first officer's improper use of the flight manual, which resulted in his improper calculations of the rotation speed, and inadequate supervision concerning verification of the takeoff data by the captain.",40.770709,-73.870697,LGA,united,boeing,Substantial,757
2006,ACC,1990-01-02,N109AA,serious,0,3,7,injuries associated with the evacuation of the aircraft.,39.169322,-76.669181,BWI,american,mcdonnell_douglas,None,DC-10
2009,ACC,1989-12-21,N611AM,none,0,0,0,the copilot's overrotation of the aircraft during the flare which allowed the tail to collide with the runway. the failure of the captain to take appropriate corrective action was a factor in the accident.,0.0,0.0,SNA,american,boeing,Substantial,757
2021,ACC,1989-10-07,N958VJ,fatal,1,0,0,"inadequate weather evaluation and inadequate supervision of the ground guide (mechanic) by company/operator/management personnel, failure of the ground guide to follow safety procedures, and the weather condition (lightning).",28.420106,-81.300567,MCO,us airways,mcdonnell_douglas,None,DC-9
2024,ACC,1989-09-21,N416US,fatal,2,3,18,"the captain's failure to exercise his command authority in a timely manner to reject the takeoff or take sufficient control to continue the takeoff, which was initiated with a mistrimmed rudder. also causal was the captain's failure to detect the mistrimmed rudder before the takeoff was attempted.",40.769294,-73.870361,LGA,us airways,boeing,Destroyed,737
2025,INC,1989-09-13,N629DL,none,0,0,0,improper use of the elevator control.,26.089323,-80.150611,FLL,delta,boeing,Minor,757
2026,ACC,1989-09-12,N244AA,minor,0,0,2,"a loss of hydraulic system pressure due to the operator's failure to replace a system component that had a known history of failures, and the pilot's improper use powerplant controls resulting in a degradation of rudder effectiveness. a contributing factor was the failure of the power transfer unit shutoff valve.",0.0,0.0,ORD,american,mcdonnell_douglas,Substantial,MD-80
2027,INC,1989-09-08,N283AU,none,0,0,0,the flightcrew's failure to adequately prepare for and execute a nonprecision approach and their subsequent premature descent below minimum descent altitude. contributing to the cause of the incident was the inadequate and deficient services provided to the flightcrew by air traffic control personnel.,0.0,0.0,MCI,us airways,boeing,Minor,737
2036,INC,1989-07-25,N556NY,none,0,0,0,"rupture of a flexible high pressure hydraulic line in the 'a' hydraulic system, due to chafing of the steel braid covering, which allowed the system pressure and quantity to be completely depleted.",0.0,0.0,EWR,continental,mcdonnell_douglas,Minor,DC-9
2037,ACC,1989-07-19,N1819U,fatal,111,47,125,the inadequate consideration given to human factors limitations in the inspection and quality control procedures used by united airlines' engine overhaul facility which resulted in the failure to detect a fatigue crack originating from a previously undectected metallurgical defect located in a critical area of the stage 1 fan disk that was manufactured by general electric aircraft engines.  the subsequent catastrophic disintegration of the disk resulted in the liberation of debris in a pattern of distribution and with energy levels that exceeded the level of protection provided by design features of the hydraulic systems that operated the dc-10's flight controls.,0.0,0.0,SUX,united,mcdonnell_douglas,Destroyed,DC-10
2038,INC,1989-07-18,N1846U,none,0,0,0,"hydroplaning attributed to the physical condition of the runway, and the airport personnel's failure to adequately maintain the runway. contributing factors were: the rain and the wet runway.",0.0,0.0,ORD,united,mcdonnell_douglas,None,DC-10
2040,ACC,1989-07-12,N7062A,fatal,1,0,0,failure of the ramp guide (ground personnel) to follow normal safety procedures.  his over confidence in his personal ability was considered to be a contributing factor.,0.0,0.0,SJU,american,airbus,None,A300
2045,ACC,1989-05-28,N806NY,minor,0,0,7,"a right main landing gear vibration of unknown origin, which resulted in a failure of the right main landing gear torque link and side brace.",39.759178,-104.919158,DEN,continental,mcdonnell_douglas,Substantial,MD-80
2046,INC,1989-05-24,N296WA,none,0,0,0,failure of the left main landing gear forward trunnion bearing support fitting due to a crack initiating at the forward edge of the bore and propagating by intergranular stress corrosion into the bore surface that resulted in an eventual ductile fracture.,39.759796,-104.920349,DEN,delta,boeing,Minor,727
2057,INC,1989-03-23,N447AA,none,0,0,0,crew's failure to follow taxi instructions and to insure that they were on the proper runway prior to initiation of the takeoff roll.,29.650653,-95.280067,HOU,american,mcdonnell_douglas,Minor,DC-9
2065,INC,1989-03-01,"N820NY, N918TW",none,0,0,0,"failure of the tracon final approach controller to assure radar separation between the aircraft. factors related to the accident were: inadequate supervision by the atc supervisor, excessive workload for the controller, unclear instructions by the controller, and a misunderstanding of the atc clearance by the flight crew of continental flight 122.",0.0,0.0,IAH,continental,mcdonnell_douglas,None,DC-8
2077,INC,1989-01-09,N542TX,minor,0,0,2,the proper touchdown point was not attained by the flight crew. (copilot was flying and the pic was supervising).,30.539451,-91.13079,BTR,continental,mcdonnell_douglas,None,DC-9
2085,INC,1988-12-19,UNK,none,0,0,0,NA,0.0,0.0,ATL,delta,lockheed,None,L-1011
2087,INC,1988-11-27,N80057,minor,0,0,14,NA,0.0,0.0,SJU,american,airbus,Minor,A300
2088,INC,1988-11-15,N965VJ,none,0,0,0,the failure of the left main landing gear tire carcass and the ingestion of the tire debris into the left engine which hindered normal operation.,44.87915,-93.220222,MSP,us airways,mcdonnell_douglas,Minor,DC-9
2094,INC,1988-10-24,N70054,minor,0,0,2,NA,0.0,0.0,SJU,american,airbus,None,A300
2096,INC,1988-10-17,N706AA,none,0,0,0,NA,0.0,0.0,STT,american,boeing,Minor,727
2098,INC,1988-10-06,N118FE,none,0,0,0,NA,0.0,0.0,EWR,federal express,boeing,Minor,727
2101,INC,1988-09-21,N710AA,minor,0,0,4,fatigue failure of the left main landing gear door actuator pivot trunnion shaft which subsequently became lodged in the actuator clevis preventing the door unlock mechanism from actuating during gear extension.,0.0,0.0,DFW,american,boeing,Minor,727
2107,ACC,1988-08-27,N852TW,minor,0,0,7,improper procedural checklist in which a critical step was not listed.,0.0,0.0,ORD,southwest,boeing,Substantial,727
2112,ACC,1988-08-10,N9060U,serious,0,5,5,NA,34.749412,-92.279411,LIT,united,boeing,None,737
2118,INC,1988-07-24,N69AF,none,0,0,0,NA,0.0,0.0,MIA,american,boeing,Minor,737
2119,INC,1988-07-14,N253A,none,0,0,0,NA,0.0,0.0,ORD,american,mcdonnell_douglas,None,MD-80
2125,INC,1988-06-12,N308AS,minor,0,0,7,NA,47.300323,-122.310119,SEA,alaska,boeing,Minor,727
2129,ACC,1988-05-21,N136AA,serious,0,2,6,NA,0.0,0.0,DFW,american,mcdonnell_douglas,Substantial,DC-10
2133,INC,1988-05-02,N157UA,none,0,0,0,NA,0.0,0.0,NRT,united,boeing,Minor,747
2136,INC,1988-04-17,N433PE,minor,0,0,2,NA,0.0,0.0,CLE,continental,boeing,Minor,737
2140,INC,1988-04-13,N291AS,none,0,0,0,NA,45.569534,-122.589134,PDX,alaska,boeing,Minor,727
2142,ACC,1988-04-03,N88703,serious,0,1,0,NA,0.0,0.0,SRQ,continental,boeing,None,727
2148,INC,1988-03-20,N515DA,none,0,0,0,NA,45.570098,-122.590087,PDX,delta,boeing,Minor,727
2151,INC,1988-03-09,N310DA,none,0,0,0,NA,0.0,0.0,ATL,delta,boeing,Minor,737
2153,INC,1988-02-11,N123AA,none,0,0,0,"judgemental error on the part of the local controller for clearing vehicles across the active runway tiwh insufficient separation from arriving aircraft, which was further compromised by a mechanical malfunction in the equipment crossing the runway.",0.0,0.0,ORD,american,mcdonnell_douglas,None,DC-10
2154,INC,1988-02-03,N569AA,minor,0,0,18,NA,36.109771,-86.659477,BNA,american,mcdonnell_douglas,Minor,DC-8
2165,INC,1987-12-27,N54344,none,0,0,0,NA,0.0,0.0,MIA,southwest,boeing,Minor,727
2166,INC,1987-12-27,N72830,none,0,0,0,NA,39.759796,-104.920684,DEN,continental,mcdonnell_douglas,Minor,MD-80
2167,ACC,1987-12-26,"N705AA, N893AA",none,0,0,0,NA,0.0,0.0,SJU,american,boeing,Substantial,727
2173,INC,1987-12-01,N4571M,none,0,0,0,NA,33.95042,-118.400978,LAX,delta,boeing,None,737
2174,ACC,1987-11-25,N383AU,serious,0,1,1,NA,33.949726,-118.400009,LAX,us airways,boeing,None,737
2175,INC,1987-11-22,N121AA,none,0,0,0,NA,0.0,0.0,EWR,american,mcdonnell_douglas,None,DC-10
2181,INC,1987-11-01,"N806NY, N577PE",none,0,0,0,NA,0.0,0.0,EWR,continental,mcdonnell_douglas,None,DC-8
2185,INC,1987-10-27,"N375PA, N80617",none,0,0,0,NA,0.0,0.0,STX,american,boeing,None,727
2186,INC,1987-10-09,N413AA,none,0,0,0,failure of the general aviation aircraft to visually identify the transport aircraft. factures contributing to the incident were: failure of the general aviaiton aircraft to establish communications with atc prior to entering the arsa and maintaining a poor lookout.,34.020915,-117.579444,ONT,american,mcdonnell_douglas,None,DC-8
2196,INC,1987-09-02,N844AA,minor,0,0,4,NA,27.960594,-82.48941,TPA,american,boeing,Minor,727
2197,ACC,1987-08-25,N720DA,none,0,0,0,NA,0.0,0.0,ATL,delta,lockheed,Substantial,L-1011
2209,INC,1987-07-07,N324DL,none,0,0,0,NA,38.19067,-84.859436,FFT,delta,boeing,None,737
2210,INC,1987-06-28,N146AP,minor,0,0,1,NA,36.080615,-115.13945,LAS,southwest,british_aircraft,Minor,BAE-146
2214,INC,1987-06-19,N813PH,none,0,0,0,NA,47.439346,-122.279418,BFI,us airways,de_havilland,Minor,DASH-8
2219,INC,1987-06-06,N105AA,none,0,0,0,NA,0.0,0.0,LAX,american,mcdonnell_douglas,Minor,DC-10
2226,INC,1987-04-07,N7258U,none,0,0,0,NA,0.0,0.0,ORD,united,boeing,None,727
2230,ACC,1987-03-25,N128AA,serious,0,1,5,NA,0.0,0.0,ORD,american,mcdonnell_douglas,None,DC-10
2236,ACC,1987-03-10,N780AL,none,0,0,0,NA,0.0,0.0,BTV,us airways,boeing,Substantial,727
2237,INC,1987-03-08,N236AA,none,0,0,0,NA,0.0,0.0,BWI,american,mcdonnell_douglas,None,MD-80
2238,ACC,1987-02-27,N356PS,none,0,0,0,failure of company maintenance personnel to adequately examine the engine lubrication system when contamination was detected.,36.640201,-119.910476,FAT,southwest,british_aircraft,Substantial,BAE-146
2242,ACC,1987-02-12,N4718U,serious,0,3,16,NA,42.220287,-83.350776,DTW,united,boeing,None,747
2254,INC,1986-11-16,N64323,minor,0,0,1,NA,36.860515,-76.200462,ORF,southwest,boeing,Minor,727
2255,ACC,1986-11-13,N714DA,none,0,0,0,NA,0.0,0.0,EWR,delta,lockheed,Substantial,L-1011
2278,INC,1986-07-06,N319US,none,0,0,0,NA,0.0,0.0,PIT,us airways,boeing,None,737
2290,ACC,1986-04-08,N9054U,minor,0,0,1,NA,0.0,0.0,ORD,united,boeing,Substantial,737
2294,INC,1986-03-27,N52311,minor,0,0,2,NA,0.0,0.0,BOS,southwest,boeing,None,727
2299,ACC,1986-03-12,N877AA,serious,0,1,1,NA,0.0,0.0,MEM,american,boeing,None,727
2302,ACC,1986-02-21,N961VJ,minor,0,0,1,NA,0.0,0.0,ERI,us airways,mcdonnell_douglas,Substantial,DC-9
2303,ACC,1986-02-20,N17309,none,0,0,0,NA,39.740036,-104.859237,DEN,continental,boeing,Substantial,737
2309,ACC,1986-01-19,N545PS,serious,0,1,7,NA,0.0,0.0,LAS,us airways,boeing,None,727
2311,INC,1986-01-09,N403DA,none,0,0,0,NA,35.029655,-90.009651,MEM,delta,boeing,Minor,727
2313,INC,1986-01-03,N101AA,none,0,0,0,NA,42.220386,-83.350074,DTW,american,mcdonnell_douglas,None,DC-10
2319,ACC,1985-11-07,N1908,none,0,0,0,NA,41.150955,-95.919532,OMA,american,boeing,Substantial,727
2321,INC,1985-10-25,N714DA,minor,0,0,1,NA,0.0,0.0,DFW,delta,lockheed,None,L-1011
2329,INC,1985-09-08,N1842U,minor,0,0,1,NA,0.0,0.0,IAD,united,mcdonnell_douglas,Minor,DC-10
2330,INC,1985-09-08,N1300L,none,0,0,0,NA,26.659973,-80.089775,PBI,delta,mcdonnell_douglas,Minor,DC-8
2338,INC,1985-07-02,N968BJ,serious,0,1,0,NA,0.0,0.0,BOS,us airways,mcdonnell_douglas,None,DC-9
2419,INC,1984-03-22,N88709,none,0,0,0,NA,39.730895,-104.919059,DEN,continental,boeing,None,727
2430,INC,1984-01-23,N8081U,none,0,0,0,NA,0.0,0.0,ORD,united,mcdonnell_douglas,Minor,DC-8
2434,INC,1984-01-07,N876AA,none,0,0,0,NA,47.44012,-122.280494,SEA,alaska,boeing,Minor,727
2435,ACC,1984-01-01,N104BB,none,0,0,0,NA,0.0,0.0,BOS,jetblue,canadair,Substantial,CL44D4
2437,INC,1983-12-29,N2773,none,0,0,0,NA,0.0,0.0,OAK,american,boeing,Minor,707
2447,INC,1983-12-09,N613UA,none,0,0,0,NA,39.730529,-104.979728,DEN,united,boeing,None,767
2452,INC,1983-11-09,N3512T,none,0,0,0,NA,39.7397,-104.860961,DEN,continental,mcdonnell_douglas,None,DC-9
2461,INC,1983-10-17,N2111J,none,0,0,0,NA,38.909046,-77.020729,DCA,us airways,british_aircraft,Minor,1-11/204/AF
2468,INC,1983-09-23,N897AA,minor,0,0,2,NA,0.0,0.0,DFW,american,boeing,None,727
2488,INC,1983-06-03,N296AS,none,0,0,0,NA,45.529026,-122.679313,PDX,alaska,boeing,None,727
2502,INC,1983-03-30,N7441U,none,0,0,0,NA,0.0,0.0,DSM,united,boeing,Minor,727
2503,ACC,1983-03-23,N7381F,serious,0,1,0,NA,42.859962,-106.770301,CPR,frontier,boeing,Minor,737
2516,INC,1982-12-30,N137AA,minor,0,0,14,NA,33.479267,-116.100708,TRM,american,mcdonnell_douglas,None,DC-10
2518,INC,1982-12-26,N6810,none,0,0,0,NA,0.0,0.0,MEM,american,boeing,Minor,727
2524,INC,1982-11-22,N846AA,none,0,0,0,NA,0.0,0.0,LIT,american,boeing,Minor,727
2534,INC,1982-08-05,N7356F,none,0,0,0,NA,39.760715,-104.920181,DEN,frontier,boeing,Minor,737
2535,INC,1982-07-28,N64323,none,0,0,0,NA,40.76984,-73.869186,LGA,southwest,boeing,Minor,727
2539,INC,1982-07-05,N919RW,none,0,0,0,NA,43.559326,-116.210525,BOI,southwest,mcdonnell_douglas,Minor,DC-9
2544,ACC,1982-05-26,N1833U,minor,0,0,25,NA,37.780433,-122.420181,SFO,united,mcdonnell_douglas,Substantial,DC-10
2549,ACC,1982-04-18,N32717,none,0,0,0,NA,30.259922,-97.739494,AUS,continental,boeing,Substantial,727
2550,INC,1982-04-09,N7627U,none,0,0,0,NA,41.249683,-80.67031,YNG,united,boeing,Minor,727
2553,INC,1982-03-08,N6728,fatal,1,0,0,NA,0.0,0.0,LAS,southwest,boeing,None,707
2554,ACC,1982-02-17,N4734,serious,0,1,1,NA,25.820653,-80.299713,MIA,american,boeing,Substantial,727
2557,ACC,1982-02-03,N1814U,serious,0,1,0,NA,39.890972,-75.229644,PHL,united,mcdonnell_douglas,Minor,DC-10
2559,INC,1982-01-22,N18FE,none,0,0,0,NA,0.0,0.0,SDF,federal express,dassault/sud,None,FALCON-20
2562,INC,1982-01-12,N31031,none,0,0,0,NA,0.0,0.0,ORD,southwest,lockheed,None,L-1011
