NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N,HasSafetyRec,ReportType,OriginalPublishDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,DocketUrl,DocketPublishDate
DCA22LA178,ACC,105714,2022-08-06T22:15:00Z,Atlanta,Georgia,United States,,N540US,FALSE,DirectorBrief,,None,0,0,0,,,33.6407,-84.4277,BOEING,757-251,AIR,KATL,Atlanta Hartsfield Jackson International,FALSE,2,SCHD,,121,Substantial,,DELTA AIR LINES INC,In work,FALSE,,
DCA22WA147,INC,105456,2022-07-07T21:00:00Z,San Salvador,,El Salvador,,N69833,FALSE,None,,,0,0,0,,,13.4409,-89.055702,BOEING,737-924ER,AIR,,,FALSE,2,SCHD,,121,None,,UNITED AIRLINES INC,N/A,FALSE,,
DCA22LA179,INC,105738,2022-07-07T18:30:00Z,New York,New York,United States,,N181DN,FALSE,DirectorBrief,2023-04-20T04:00:00Z,None,0,0,0,"The failure of maintenance personnel to close the drain mast heater circuit breakers which resulted in the formation of ice in the forward drain mast, an improper flow of wastewater into the main landing gear wheel well, and the formation of ice on one or more aileron system components.",,56.112671,-46.145325,BOEING,767-332,AIR,,,FALSE,2,SCHD,,121,None,Unknown,DELTA AIR LINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=105738,4/20/2023 19:00
DCA22LA151,ACC,105497,2022-07-01T18:21:00Z,Santa Ana,California,United States,,N480WN,FALSE,DirectorBrief,2022-08-05T04:00:00Z,Serious,0,1,0,A flight attendant received a serious injury for undetermined reasons during a firm landing.,,33.675701,-117.86799,BOEING,737-700,AIR,sna,John Wayne Orange County Airport,FALSE,2,SCHD,,121,None,VMC,SOUTHWEST AIRLINES CO,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=105497,8/9/2022 22:00
DCA22LA133,INC,105303,2022-06-21T10:45:00Z,Pittsburgh,Pennsylvania,United States,,N37513,FALSE,DirectorBrief,2023-08-03T04:00:00Z,None,0,0,0,"The flightcrew’s misidentification of the intended landing runway, which resulted in approach to and landing on the wrong runway. Contributing to the incident was the distraction caused by the dual reset of the flight management computer displays.",,40.491501,-80.232902,BOEING,737-9,AIR,KPIT,Pittsburgh International Airport,FALSE,2,SCHD,,121,None,VMC,UNITED AIRLINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=105303,5/4/2023 19:00
DCA22LA126,INC,105216,2022-06-08T05:15:00Z,Tulsa,Oklahoma,United States,,N949FD,FALSE,DirectorBrief,2023-08-03T04:00:00Z,None,0,0,0,"The flight crew’s misidentification of the intended landing runway. Contributing to the incident were (1) the flight crew’s failure to perceive and correctly interpret visual and auditory indicators – including electronic guidance – that they were approaching the incorrect runway which was likely the result of a degradation in cognitive function brought on by working within their window of circadian low, increased workload, and fatigue, and  (2) the air traffic controller’s failure to monitor the arriving flight after issuing a landing clearance.",,36.1988,-95.8839,BOEING,757-236,AIR,TUL,Tulsa International Airport,FALSE,2,NSCH,,121,None,VMC,Federal Express Corporation,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=105216,2/14/2023 17:00
DCA22LA125,ACC,105167,2022-05-25T02:10:00Z,Springfield,Missouri,United States,,N483UA,FALSE,DirectorBrief,2023-06-16T04:00:00Z,Serious,0,1,0,The flight’s encounter with clear air moderate turbulence.,,37.185095,-93.234153,AIRBUS INDUSTRIE,A320-232,AIR,,,FALSE,2,SCHD,,121,None,VMC,United Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=105167,4/1/2024 16:00
DCA22LA134,ACC,105307,2022-05-21T21:00:00Z,Tacoma,Washington,United States,,N256WN,FALSE,DirectorBrief,2022-07-20T04:00:00Z,Serious,0,1,0,During cruise flight with no reported turbulence a passenger sustained a serious injury for an unknown reason.,,47.1857,-122.2737,BOEING,737-700,AIR,,,FALSE,2,SCHD,,121,None,VMC,SOUTHWEST AIRLINES CO,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=105307,7/20/2022 7:00
DCA22LA182,INC,105749,2022-05-11T15:18:00Z,Houston,Texas,United States,,N965SW,FALSE,DirectorBrief,,None,0,0,0,,,29.984435,-95.341442,BOMBARDIER INC,CL-600-2B19,AIR,,,FALSE,2,SCHD,,121,Minor,VMC,SKYWEST AIRLINES INC,In work,FALSE,,
ENG22WA025,INC,105071,2022-05-10T07:15:00Z,"Lima, Peru",,Peru,,N651UA,FALSE,None,,,0,0,0,,,0,0,BOEING,767-322,AIR,,,FALSE,2,SCHD,,121,Minor,,United Airlines,N/A,FALSE,,
ENG22WA024,INC,105058,2022-04-27T08:07:00Z,Queensland,,Australia,,VH-YFZ,FALSE,None,,,0,0,0,,,-28.164444,153.504722,BOEING,737,AIR,YBCG,Gold Coast Aerodrome,FALSE,2,,,121,Minor,,Virgin Australia Airlines,N/A,FALSE,,
ENG22WA018,INC,104914,2022-04-08T04:00:00Z,"Shannon, Irelan",,Ireland,,N670UA,FALSE,None,,None,0,0,0,,,52.701944,-8.924722,BOEING,767-322,AIR,EINN,Shannon Airport,FALSE,2,SCHD,,121,Minor,,United Airlines,N/A,FALSE,,
DCA22WA107,INC,104894,2022-04-05T10:51:00Z,Paris,,France,,F-GSQJ,FALSE,None,,,0,0,0,,,49.012798,2.55,BOEING,777,AIR,LFPG,Charles De Gaulle International Airport,FALSE,,SCHD,,121,None,,Air France,N/A,FALSE,,
DCA22WA114,INC,104944,2022-03-20T10:15:00Z,Barcelona,,Spain,,N777AN,FALSE,None,,,0,0,0,,,0,0,BOEING,777-223,AIR,BCN,Josep Tarradellas Barcelona–El Prat Airport,FALSE,2,,,121,Minor,,AMERICAN AIRLINES INC,N/A,FALSE,,
ENG22WA011,INC,104652,2022-02-16T00:00:00Z,Mexico City,,Mexico,,N354NB,FALSE,None,,,0,0,0,,,0,0,AIRBUS,A319,AIR,,,FALSE,,,,121,Unknown,,,N/A,FALSE,,
DCA22WA078,INC,104613,2022-02-08T08:50:00Z,Madrid,,Spain,,N1602,FALSE,None,,,0,0,0,,,0,0,BOEING,767-332,AIR,,,FALSE,2,SCHD,,121,None,,DELTA AIR LINES INC,N/A,FALSE,,
ENG22FA009,INC,104596,2022-02-04T03:19:00Z,Las Vegas,Nevada,United States,,N817SY,FALSE,DirectorBrief,2023-03-21T04:00:00Z,None,0,0,0,The fatigue failure of the right main landing gear initiated by liquid metal embrittlement by cadmium at arc burn locations in the outer cylinder tooling hole area. The arc burns were likely the result of operator error during stylus cadmium plating operations during overhaul.,,36.076362,-115.14199,BOEING,737-8K2,AIR,LAS,Harry Reid International Airport,FALSE,2,SCHD,,121,Minor,VMC,"Sun Country Airlines, Inc.",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=104596,3/13/2023 20:00
ENG22WA008,INC,104599,2022-02-03T17:00:00Z,Brazzaville,,Congo,,TN-AJY,FALSE,None,,,0,0,0,,,0,0,BOEING,737,AIR,,,FALSE,,,,121,Unknown,,,N/A,FALSE,,
DCA22LA069,ACC,104551,2022-01-22T13:57:00Z,Hayden,Colorado,United States,,N760JB,FALSE,DirectorBrief,2023-12-12T05:00:00Z,None,0,0,0,"The captain’s rotation of the airplane pitch before the rotation speed on takeoff due to his surprise about encountering head on landing traffic, which resulted in an exceedance of the airplane’s pitch limit and a subsequent tail strike. Contributing to the accident was the flight crew’s expectation bias that the incoming aircraft was landing on the same runway as they were departing from, and the conflicting traffic’s nonstandard use of phraseology when making position calls on the common traffic advisory frequency.",,40.2887,-107.1306,AIRBUS,A320-232,AIR,HDN,Yampa Valley International Airport,FALSE,2,SCHD,,121,Substantial,VMC,JETBLUE AIRWAYS CORP,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=104551,12/12/2023 19:00
DCA22LA053,ACC,104463,2021-12-31T00:45:00Z,Newark,New Jersey,United States,,"TC-JOK, N633RW",FALSE,DirectorBrief,2022-07-20T04:00:00Z,None,0,0,0,Turkish Airlines flightcrew’ s misperception of the distance to safely pass the stopped Republic Airways airplane.,,40.6895,-74.1745,"AIRBUS, EMBRAER","A330, ERJ 170-100 SE","AIR,AIR",EWR,NEWARK LIBERTY INTL,"FALSE,FALSE",",2",SCHD,",","129,121","Minor,Substantial",IMC,"Turkish Airlines,REPUBLIC AIRWAYS INC",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=104463,6/16/2022 12:00
DCA22LA044,ACC,104393,2021-12-13T02:33:00Z,Paradise,Nevada,United States,,N307FR,FALSE,DirectorBrief,2022-07-19T04:00:00Z,None,0,0,0,"The captain’s failure to maintain proper pitch attitude during landing, likely caused by improper seat position.",,36.079812,-115.15344,AIRBUS,A320-251N,AIR,KLAS,Harry Reid International,FALSE,2,SCHD,,121,Substantial,VMC,Frontier Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=104393,7/19/2022 19:00
DCA22LA038,ACC,104355,2021-11-29T13:57:00Z,Miami,Florida,United States,,N705CK,FALSE,DirectorBrief,,None,0,0,0,,,25.47,-80.17,BOEING,747-4B5F,AIR,,,FALSE,4,NSCH,,121,Substantial,,KALITTA AIR LLC,In work,FALSE,,
DCA22WA035,INC,104327,2021-11-24T21:36:00Z,Bogata,,Colombia,,N1604R,FALSE,None,,None,0,0,0,,,4.70159,-74.1469,BOEING,767-332,AIR,BOG,El Dorado International Airport,FALSE,2,,,121,Minor,,DELTA AIR LINES INC,N/A,FALSE,,
DCA22WA020,INC,104217,2021-11-03T01:40:00Z,Baradero,,Argentina,,N36962,FALSE,None,,None,0,0,0,,,0,0,BOEING,787-9,AIR,,,FALSE,2,SCHD,,121,None,,UNITED AIRLINES INC,N/A,FALSE,,
DCA22LA015,ACC,104161,2021-10-23T10:55:00Z,Miami,Florida,United States,,N252NN,FALSE,DirectorBrief,2022-07-20T04:00:00Z,Serious,0,1,0,An abrupt jerk of the airplane as the captain applied the parking brake during the tow that caused a flight attendant to fall and break her wrist.,,25.7969,-80.2762,EMBRAER S A,ERJ 170-200 LR,AIR,MIA,MIAMI INTL,FALSE,2,SCHD,,121,None,VMC,Envoy Air,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=104161,7/20/2022 19:00
DCA22LA012,ACC,104153,2021-10-08T21:30:00Z,Lexington,Virginia,United States,,N8642E,FALSE,DirectorBrief,2022-07-19T04:00:00Z,Serious,0,1,0,The airplane’s inadvertent encounter with convective turbulence.,,37.8,-79.1,BOEING,737-8H4,AIR,,,FALSE,2,SCHD,,121,None,VMC,SOUTHWEST AIRLINES CO,Completed,FALSE,,
ENG22LA002,INC,104029,2021-10-02T18:14:00Z,Atlantic City,New Jersey,United States,,N922NK,FALSE,DirectorBrief,2022-07-05T04:00:00Z,Minor,0,0,4,"The ingestion of a bird into the right engine during the takeoff roll caused a fan blade to fracture near the blade platform resulting in high fan blade off loads and engine vibrations sufficient to result in an eventual failure of a fuel tube in the right engine that sprayed fuel onto hot engine cases, igniting an undercowl engine fire and triggering a rejected takeoff.",,39.358791,-74.458599,AIRBUS,A320-271N,AIR,ACY,Atlantic City International Airport,FALSE,2,SCHD,,121,Minor,VMC,Spirit Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=104029,7/5/2022 16:00
DCA22LA005,ACC,104064,2021-10-01T21:18:00Z,Chicago,Illinois,United States,,"N142SY, N730YX",FALSE,DirectorBrief,2022-07-20T04:00:00Z,None,0,0,0,A ground collision by SkyWest flight 5845 that resulted in substantial damage to Republic Airlines flight 3594.,,41.978963,-87.907935,"EMBRAER S A, EMBRAER S A","ERJ 170-200 LR, ERJ 170-200 LR","AIR,AIR",ORD,CHICAGO O'HARE INTL,"FALSE,FALSE","2,2",SCHD,",","121,121","Minor,Substantial",VMC,"SKYWEST AIRLINES INC,REPUBLIC AIRWAYS INC",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=104064,7/20/2022 19:00
DCA22LA002,ACC,104015,2021-09-27T10:38:00Z,Newark,New Jersey,United States,,N12125,FALSE,DirectorBrief,2022-07-21T04:00:00Z,None,0,0,0,The nose high attitude on landing resulted in a tailstrike.,,40.692501,-74.168701,BOEING,757-224,AIR,KEWR,Newark Liberty International Airport,FALSE,2,SCHD,,121,Substantial,VMC,United Airlines Inc.,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=104015,7/21/2022 19:00
DCA22LA004,ACC,104043,2021-09-23T10:44:00Z,Honolulu,Hawaii,United States,,N208HA,FALSE,DirectorBrief,2022-07-19T04:00:00Z,None,0,0,0,"The captain’s improper landing flare, which resulted in an excessive sink rate and subsequent hard landing.",,21.318701,-157.92199,AIRBUS,A321-271N,AIR,PHNL,Daniel K. Inouye International Airport,FALSE,2,SCHD,,121,Substantial,VMC,HAWAIIAN AIRLINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=104043,7/19/2022 19:00
DCA21LA226,ACC,103922,2021-09-17T14:40:00Z,Asheville,North Carolina,United States,,N444ZW,FALSE,DirectorBrief,2022-07-19T04:00:00Z,None,0,0,0,The fuel truck driver backing up in the direction of the airplane without the use of marshallers.,,35.436199,-82.541802,BOMBARDIER INC,CL-600-2B19,AIR,AVL,ASHEVILLE RGNL,FALSE,2,SCHD,,121,Substantial,VMC,AIR WISCONSIN AIRLINES LLC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103922,7/19/2022 19:00
DCA21LA229,ACC,103969,2021-09-01T04:29:00Z,Seattle,Washington,United States,,N196DN,FALSE,DirectorBrief,2022-07-21T04:00:00Z,Serious,0,1,1,"The flightcrew’s failure to set the hydraulic panel correctly during the execution of the pushback checklist, and when the hydraulic panel setting was corrected, that resulted in the airplane coming to a sudden stop and a flight attendant receiving a serious injury.",,47.438408,-122.2997,BOEING,767-332,AIR,SEA,SEATTLE-TACOMA INTL,FALSE,2,SCHD,,121,None,VMC,DELTA AIR LINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103969,7/21/2022 19:00
DCA21LA208,ACC,103753,2021-08-23T21:45:00Z,SeaTac,Washington,United States,,N479AS,FALSE,DirectorBrief,2022-07-19T04:00:00Z,Serious,0,1,3,The passenger’s use of the evacuation slide resulted in the serious injury.,,47.443719,-122.31173,BOEING,737-990ER,AIR,SEA,SEATTLE-TACOMA INTL,FALSE,2,SCHD,,121,None,VMC,ALASKA AIRLINES INC,Completed,FALSE,,
DCA21LA209,ACC,103756,2021-08-21T15:00:00Z,Chicago,Illinois,United States,,N806AW,FALSE,DirectorBrief,2022-07-20T04:00:00Z,Serious,0,1,0,An encounter with clear air turbulence.,,41.972201,-87.920566,AIRBUS,319-132,AIR,,,FALSE,,SCHD,,121,None,VMC,American Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103756,7/20/2022 19:00
DCA21LA210,ACC,103762,2021-08-11T20:56:00Z,Phoenix,Arizona,United States,,N296UP,FALSE,DirectorBrief,2022-07-19T04:00:00Z,None,0,0,0,The flight crew’s incorrect pitch attitude during go-around.,,33.272847,-112.07324,MCDONNELL DOUGLAS,MD-11F,AIR,KPHX,Phoenix Sky Harbor,FALSE,3,NSCH,,121,Substantial,VMC,UNITED PARCEL SERVICE CO,Completed,FALSE,,
DCA21WA202,INC,103656,2021-07-29T06:00:00Z,Mexico City,,Mexico,,N36272,FALSE,None,,,0,0,0,,,0,0,BOEING,737-824,AIR,,,FALSE,2,,,121,None,,United Airlines,N/A,FALSE,,
DCA21LA184,ACC,103537,2021-07-22T09:54:00Z,Romulus,Michigan,United States,,N376DN,FALSE,DirectorBrief,2022-07-19T04:00:00Z,Serious,0,1,0,"While conducting the safety briefing, the forward flight attendant was thrown backwards into the flight deck door due to the sudden stopping of the airplane by the flight crew to prevent a collision with a bus. Contributing to this accident was the bus drivers difficultly in observing the airplane moving towards the roadway.",,42.212398,-83.353401,AIRBUS,A321-211,AIR,KDTW,Detroit Metropolitan Wayne County Airport,FALSE,2,SCHD,,121,None,VMC,DELTA AIR LINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103537,7/19/2022 19:00
ENG21WA033,INC,103539,2021-07-20T13:16:00Z,Hone Kong,,Hong Kong,,N624UP,FALSE,None,,,0,0,0,,,22.310567,114.168694,BOEING,747-8F,AIR,VHHH,Hong Kong,FALSE,4,SCHD,BUS,121,Minor,,UNITED PARCEL SERVICE CO,N/A,FALSE,,
DCA21WA181,INC,103500,2021-07-16T04:00:00Z,Dublin,,Ireland,,"N873BB, EI-EIM",FALSE,None,,,0,0,0,,,0,0,"BOEING, AIRBUS","787, 330","AIR,AIR",,,"FALSE,FALSE","2,",,",","121,NUSC","Minor,Minor",,"American Airlines,Aer Lingus",N/A,FALSE,,
DCA21LA176,ACC,103420,2021-07-04T21:41:00Z,Miami,Florida,United States,,N156AN,FALSE,DirectorBrief,2022-01-06T05:00:00Z,Serious,0,1,0,an inadvertent encounter with convective turbulence.,,25.7966,-80.2759,AIRBUS,A321-231,AIR,,,FALSE,2,SCHD,,121,None,Unknown,AMERICAN AIRLINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103420,1/6/2022 5:00
DCA21FA174,ACC,103407,2021-07-02T04:00:00Z,Honolulu,Hawaii,United States,,N810TA,FALSE,DirectorBrief,2023-06-15T04:00:00Z,Serious,0,1,1,"The flight crewmembers’ misidentification of the damaged engine (after leveling off the airplane and reducing thrust) and their use of only the damaged engine for thrust during the remainder of the flight, resulting in an unintentional descent and forced ditching in the Pacific Ocean. Contributing to the accident were the flight crew’s ineffective crew resource management, high workload, and stress.",,21.1639,-158.01313,BOEING,737-275C,AIR,PHNL,HNL,FALSE,2,NSCH,,121,Destroyed,VMC,RHOADES AVIATION INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103407,12/19/2022 22:00
DCA21LA164,ACC,103350,2021-06-25T21:31:00Z,New Orleans,Louisiana,United States,,N926UW,FALSE,DirectorBrief,2022-07-20T04:00:00Z,Serious,0,1,8,An inadvertent encounter with severe turbulence during cruise flight that caused a flight attendant to fall and fracture his ankle.,,27.598704,-89.948252,AIRBUS,A321-231,AIR,MSY,,FALSE,2,SCHD,,121,None,VMC,American Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103350,7/20/2022 19:00
OPS21LA003,INC,103275,2021-06-10T18:45:00Z,San Diego,California,United States,,"N8674B, N197SY",FALSE,DirectorBrief,2023-09-07T04:00:00Z,None,0,0,0,The blocked go-around radio instruction from the air traffic control tower to the arrival aircraft which resulted in the arrival aircraft continuing the landing approach. This led to a loss of separation between the landing aircraft and the aircraft awaiting departure on the runway. Contributing to the loss of separation was the controller’s distraction communicating with a helicopter transitioning the airspace.,,32.730364,-117.1764,"BOEING, EMBRAER S A","737-8H4, ERJ 170-200 LR","AIR,AIR",SAN,SAN DIEGO INTL,"FALSE,FALSE","2,2",SCHD,",","121,121","None,None",VMC,"SOUTHWEST AIRLINES CO,SKYWEST AIRLINES INC",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103275,9/7/2023 23:00
DCA21LA137,ACC,103164,2021-05-28T13:40:00Z,Dallas/Fort Worth International Airport,Texas,United States,,N834NN,FALSE,DirectorBrief,2022-02-21T05:00:00Z,None,0,0,0,The captain’s decision to adjust his flight instruments while taxiing the airplane.,,32.897011,-97.043173,BOEING,737-823,AIR,DFW,Dallas Fort Worth International Airport,FALSE,2,SCHD,,121,Substantial,VMC,AMERICAN AIRLINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103164,1/6/2022 5:00
ENG21WA038,INC,103725,2021-05-27T14:24:00Z,Concepcion,,Chile,,CC-AWL,FALSE,None,,None,0,0,0,,,364617,730345,AIRBUS,A320,AIR,,,FALSE,,,,121,Unknown,,JetSmart Airlines SpA,N/A,FALSE,,
DCA21LA133,ACC,103134,2021-05-21T13:30:00Z,Chicago,Illinois,United States,,"N289CT, N8686A",FALSE,DirectorBrief,2022-01-06T05:00:00Z,None,0,0,0,"the failure of the flight crew of N8686A to provide sufficient clearance while taxiing past N289CT, which was stopped.",,41.785,-87.752,"BOEING, BOEING","737-7H4, 737-8H4","AIR,AIR",KMDW,Midway,"FALSE,FALSE","2,2",SCHD,",","121,121","Substantial,Minor",VMC,"SOUTHWEST AIRLINES CO,SOUTHWEST AIRLINES CO",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103134,1/6/2022 5:00
ENG21WA026,INC,103121,2021-05-13T10:20:00Z,Dubai,,United Arab Emirates,,G-JMCL,FALSE,None,,,0,0,0,,,0,0,BOEING,737,AIR,,,FALSE,2,,,121,None,,,N/A,FALSE,,
OPS21LA002,INC,103049,2021-04-29T16:07:00Z,St Petersburg-Clearwater,Florida,United States,,"N306NV, N370SD",FALSE,DirectorBrief,2023-09-22T04:00:00Z,None,0,0,0,"The air traffic controller’s failure to properly scan the runway and local area, and their general loss of situational awareness, resulting in a near midair collision. Contributing to the incident was the Cessna 337 pilot's poor decision making when he failed to fly the standard downwind leg distance from the runway and to maintain the standard traffic pattern altitude.",,27.902228,-82.686946,"AIRBUS, CESSNA","A319-112, M337B","AIR,AIR",PIE,ST PETE-CLEARWATER INTL,"FALSE,FALSE","2,2",SCHD,",PERS","121,091","None,None",VMC,"Allegiant Air,",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=103049,9/22/2023 17:00
DCA21WA123,INC,103013,2021-04-13T03:11:00Z,"Mexico City,",,Mexico,,FG-ZNC,FALSE,None,,,0,0,0,,,19.4363,-99.072098,BOEING,777,AIR,MMMX,Licenciado Benito Juarez International Airport,FALSE,,,,121,None,,Air France,N/A,FALSE,,
DCA21LA109,ACC,102835,2021-03-28T19:00:00Z,Charlotte,North Carolina,United States,,N650AE,FALSE,DirectorBrief,2022-01-06T05:00:00Z,Serious,0,1,3,an encounter with convective turbulence during descent.,,35.218578,-80.948542,EMBRAER,EMB-145LR,AIR,,,FALSE,2,SCHD,,121,None,Unknown,Piedmont Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102835,1/6/2022 5:00
ENG21LA023,INC,102901,2021-03-26T11:40:00Z,North Canton,Ohio,United States,,N709PS,FALSE,DirectorBrief,2022-05-27T04:00:00Z,,0,0,0,Moisture ingression thru the window humpseal coming into contact with the terminal block braid wires.,,40.91484,-81.44187,BOMBARDIER INC,CL-600-2C10,AIR,CAK,AKRON-CANTON RGNL,FALSE,2,SCHD,,121,Minor,VMC,PSA Airlines,Completed,FALSE,,
DCA21WA107,INC,102823,2021-03-24T23:43:00Z,San Salvador,,El Salvador,,N464UP,FALSE,None,,,0,0,0,,,0,0,BOEING,757-24APF,AIR,,,FALSE,2,,,121,None,,UPS,N/A,FALSE,,
DCA21LA096,ACC,102773,2021-03-16T14:19:00Z,Los Angeles,California,United States,,N706SK,FALSE,DirectorBrief,2022-01-06T05:00:00Z,Serious,0,1,0,"the improper retraction of the main cabin door, which resulted in the flight attendant falling when she opened the door at the destination.",,33.9416,-118.4085,BOMBARDIER INC,CL-600-2C10,AIR,KLAX,Los Angeles International Airport,FALSE,2,SCHD,,121,None,VMC,Skywest Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102773,1/6/2022 5:00
DCA21LA095,ACC,102768,2021-03-15T16:00:00Z,Fort Worth,Texas,United States,,N789AN,FALSE,DirectorBrief,2022-01-06T05:00:00Z,Serious,0,1,0,an encounter with clear air turbulence during approach,,32.8998,-96.9403,BOEING,777-223,AIR,KDFW,Dallas Fort Worth International,FALSE,2,SCHD,,121,None,VMC,"American Airlines, Inc",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102768,1/6/2022 5:00
DCA21FA085,INC,102652,2021-02-20T15:09:00Z,Broomfield,Colorado,United States,,N772UA,FALSE,DirectorBrief,2023-09-07T04:00:00Z,None,0,0,0,"The fatigue failure of the right engine fan blade. Contributing to the fan blade failure was the inadequate inspection of the blades, which failed to identify low-level indications of cracking, and the insufficient frequency of the manufacturer’s inspection intervals, which permitted the low-level crack indications to propagate undetected and ultimately resulted in the fatigue failure. Contributing to the severity of the engine damage following the fan blade failure was the design and testing of the engine inlet, which failed to ensure that the inlet could adequately dissipate the energy of, and therefore limit further damage from, an in-flight fan blade out event. Contributing to the severity of the engine fire was the failure of the “K” flange following the fan blade out, which allowed hot ignition gases to enter the nacelle and imparted damage to several components that fed flammable fluids to the nacelle, which allowed the fire to propagate past the undercowl area and into the thrust reversers, where it could not be extinguished.",,39.929179,-104.96439,BOEING,777-222,AIR,,,FALSE,2,SCHD,,121,Minor,VMC,United Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102652,8/29/2023 16:00
DCA21LA082,ACC,102620,2021-02-08T10:30:00Z,Fort Lauderdale,Florida,United States,,N918NK,FALSE,DirectorBrief,2022-07-19T04:00:00Z,Serious,0,1,0,An abrupt flight control input by the flight crew during descent that caused a flight attendant to fall and fracture their ankle.,,26.683,-80.095,AIRBUS,A320,AIR,,,FALSE,,SCHD,,121,None,VMC,Spirit Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=102620,1/6/2022 23:00
